TRAJECTORY;ASTAGarageSquare_ego;0.1;1809;;;;;;;
LINE;5.60;34.07;84.50;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.61;34.09;84.45;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.62;34.11;84.40;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.63;34.13;84.34;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.64;34.15;84.29;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.65;34.17;84.24;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.66;34.19;84.18;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.67;34.21;84.13;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.68;34.23;84.08;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.69;34.25;84.03;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.70;34.27;83.97;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.71;34.29;83.92;-0.00; 5.07;  5.65;  -0.05;    0.00;0;ENDLINE
LINE;5.72;34.31;83.87;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.73;34.33;83.81;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.74;34.35;83.76;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.75;34.37;83.71;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.76;34.39;83.66;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.77;34.41;83.60;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.78;34.43;83.55;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.79;34.45;83.50;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.80;34.47;83.45;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.81;34.49;83.39;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.82;34.51;83.34;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.83;34.53;83.29;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.84;34.55;83.23;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.85;34.57;83.18;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.86;34.59;83.13;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.87;34.61;83.08;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.88;34.63;83.02;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.89;34.65;82.97;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.90;34.67;82.92;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.91;34.69;82.87;-0.00; 5.07;  5.64;  -0.05;    0.00;0;ENDLINE
LINE;5.92;34.71;82.81;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.93;34.73;82.76;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.94;34.75;82.71;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.95;34.77;82.65;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.96;34.79;82.60;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.97;34.81;82.55;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.98;34.83;82.50;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;5.99;34.85;82.44;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.00;34.87;82.39;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.01;34.89;82.34;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.02;34.91;82.29;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.03;34.93;82.23;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.04;34.95;82.18;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.05;34.97;82.13;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.06;34.99;82.08;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.07;35.01;82.02;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.08;35.03;81.97;-0.00; 5.07;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.09;35.05;81.92;-0.00; 5.08;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.10;35.07;81.87;-0.00; 5.08;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.11;35.09;81.81;-0.00; 5.08;  5.63;  -0.05;    0.00;0;ENDLINE
LINE;6.12;35.11;81.76;-0.00; 5.08;  5.62;  -0.05;    0.00;0;ENDLINE
LINE;6.13;35.13;81.71;-0.00; 5.08;  5.62;  -0.05;    0.00;0;ENDLINE
LINE;6.14;35.15;81.66;-0.00; 5.08;  5.62;  -0.05;    0.00;0;ENDLINE
LINE;6.15;35.17;81.60;-0.00; 5.08;  5.62;  -0.05;    0.01;0;ENDLINE
LINE;6.16;35.19;81.55;-0.00; 5.08;  5.62;  -0.05;    0.01;0;ENDLINE
LINE;6.17;35.21;81.50;-0.00; 5.08;  5.62;  -0.05;    0.01;0;ENDLINE
LINE;6.18;35.23;81.45;-0.00; 5.08;  5.62;  -0.05;    0.01;0;ENDLINE
LINE;6.19;35.25;81.40;-0.00; 5.08;  5.62;  -0.05;    0.01;0;ENDLINE
LINE;6.20;35.28;81.34;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.21;35.30;81.29;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.22;35.32;81.24;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.23;35.34;81.19;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.24;35.36;81.13;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.25;35.38;81.08;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.26;35.40;81.03;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.27;35.42;80.98;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.28;35.45;80.93;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.29;35.47;80.88;-0.00; 5.08;  5.62;  -0.06;    0.01;0;ENDLINE
LINE;6.30;35.49;80.82;-0.00; 5.08;  5.61;  -0.06;    0.01;0;ENDLINE
LINE;6.31;35.51;80.77;-0.00; 5.08;  5.61;  -0.06;    0.01;0;ENDLINE
LINE;6.32;35.53;80.72;-0.00; 5.08;  5.61;  -0.06;    0.01;0;ENDLINE
LINE;6.33;35.56;80.67;-0.00; 5.08;  5.61;  -0.06;    0.01;0;ENDLINE
LINE;6.34;35.58;80.62;-0.00; 5.09;  5.61;  -0.07;    0.01;0;ENDLINE
LINE;6.35;35.60;80.57;-0.00; 5.09;  5.61;  -0.07;    0.01;0;ENDLINE
LINE;6.36;35.62;80.51;-0.00; 5.09;  5.61;  -0.07;    0.01;0;ENDLINE
LINE;6.37;35.64;80.46;-0.00; 5.09;  5.61;  -0.07;    0.01;0;ENDLINE
LINE;6.38;35.67;80.41;-0.00; 5.09;  5.61;  -0.07;    0.01;0;ENDLINE
LINE;6.39;35.69;80.36;-0.00; 5.09;  5.61;  -0.07;    0.01;0;ENDLINE
LINE;6.40;35.71;80.31;-0.00; 5.09;  5.61;  -0.11;    0.02;0;ENDLINE
LINE;6.41;35.73;80.26;-0.00; 5.09;  5.61;  -0.18;    0.02;0;ENDLINE
LINE;6.42;35.76;80.21;-0.00; 5.09;  5.61;  -0.26;    0.02;0;ENDLINE
LINE;6.43;35.78;80.15;-0.00; 5.09;  5.60;  -0.36;    0.02;0;ENDLINE
LINE;6.44;35.80;80.10;-0.00; 5.09;  5.60;  -0.48;    0.02;0;ENDLINE
LINE;6.45;35.83;80.05;-0.00; 5.09;  5.59;  -0.58;    0.02;0;ENDLINE
LINE;6.46;35.85;80.00;-0.00; 5.10;  5.59;  -0.66;    0.02;0;ENDLINE
LINE;6.47;35.87;79.95;-0.00; 5.10;  5.58;  -0.74;    0.02;0;ENDLINE
LINE;6.48;35.90;79.90;-0.00; 5.10;  5.57;  -0.82;    0.02;0;ENDLINE
LINE;6.49;35.92;79.85;-0.00; 5.10;  5.56;  -0.89;    0.02;0;ENDLINE
LINE;6.50;35.94;79.80;-0.00; 5.10;  5.56;  -0.93;    0.02;0;ENDLINE
LINE;6.51;35.97;79.75;-0.00; 5.10;  5.55;  -0.92;    0.02;0;ENDLINE
LINE;6.52;35.99;79.70;-0.00; 5.10;  5.54;  -0.89;    0.02;0;ENDLINE
LINE;6.53;36.02;79.65;-0.00; 5.10;  5.53;  -0.82;    0.02;0;ENDLINE
LINE;6.54;36.04;79.60;-0.00; 5.10;  5.52;  -0.71;    0.02;0;ENDLINE
LINE;6.55;36.06;79.55;-0.00; 5.11;  5.52;  -0.57;    0.02;0;ENDLINE
LINE;6.56;36.09;79.50;-0.00; 5.11;  5.51;  -0.44;    0.02;0;ENDLINE
LINE;6.57;36.11;79.45;-0.00; 5.11;  5.51;  -0.31;    0.02;0;ENDLINE
LINE;6.58;36.14;79.40;-0.00; 5.11;  5.50;  -0.17;    0.02;0;ENDLINE
LINE;6.59;36.16;79.35;-0.00; 5.11;  5.50;  -0.04;    0.02;0;ENDLINE
LINE;6.60;36.19;79.30;-0.00; 5.11;  5.50;   0.06;    0.02;0;ENDLINE
LINE;6.61;36.21;79.25;-0.00; 5.11;  5.51;   0.13;    0.03;0;ENDLINE
LINE;6.62;36.24;79.20;-0.00; 5.11;  5.51;   0.13;    0.03;0;ENDLINE
LINE;6.63;36.26;79.15;-0.00; 5.12;  5.51;   0.10;    0.03;0;ENDLINE
LINE;6.64;36.29;79.11;-0.00; 5.12;  5.51;   0.07;    0.03;0;ENDLINE
LINE;6.65;36.31;79.06;-0.00; 5.12;  5.51;   0.05;    0.03;0;ENDLINE
LINE;6.66;36.34;79.01;-0.00; 5.12;  5.51;   0.02;    0.03;0;ENDLINE
LINE;6.67;36.36;78.96;-0.00; 5.12;  5.51;   0.00;    0.03;0;ENDLINE
LINE;6.68;36.39;78.91;-0.00; 5.12;  5.51;   0.00;    0.03;0;ENDLINE
LINE;6.69;36.41;78.86;-0.00; 5.13;  5.51;  -0.02;    0.03;0;ENDLINE
LINE;6.70;36.44;78.81;-0.00; 5.13;  5.51;  -0.03;    0.03;0;ENDLINE
LINE;6.71;36.47;78.76;-0.00; 5.13;  5.51;  -0.05;    0.03;0;ENDLINE
LINE;6.72;36.49;78.71;-0.00; 5.13;  5.51;  -0.05;    0.03;0;ENDLINE
LINE;6.73;36.52;78.67;-0.00; 5.13;  5.51;  -0.06;    0.03;0;ENDLINE
LINE;6.74;36.55;78.62;-0.00; 5.13;  5.51;  -0.07;    0.03;0;ENDLINE
LINE;6.75;36.57;78.57;-0.00; 5.14;  5.51;  -0.08;    0.03;0;ENDLINE
LINE;6.76;36.60;78.52;-0.00; 5.14;  5.51;  -0.08;    0.03;0;ENDLINE
LINE;6.77;36.63;78.47;-0.00; 5.14;  5.51;  -0.08;    0.03;0;ENDLINE
LINE;6.78;36.65;78.42;-0.00; 5.14;  5.51;  -0.09;    0.03;0;ENDLINE
LINE;6.79;36.68;78.38;-0.00; 5.14;  5.51;  -0.09;    0.03;0;ENDLINE
LINE;6.80;36.71;78.33;-0.00; 5.14;  5.51;  -0.09;    0.03;0;ENDLINE
LINE;6.81;36.74;78.28;-0.00; 5.15;  5.51;  -0.10;    0.03;0;ENDLINE
LINE;6.82;36.76;78.23;-0.00; 5.15;  5.51;  -0.10;    0.03;0;ENDLINE
LINE;6.83;36.79;78.18;-0.00; 5.15;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.84;36.82;78.14;-0.00; 5.15;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.85;36.85;78.09;-0.00; 5.15;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.86;36.88;78.04;-0.00; 5.16;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.87;36.91;77.99;-0.00; 5.16;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.88;36.93;77.95;-0.00; 5.16;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.89;36.96;77.90;-0.00; 5.16;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.90;36.99;77.85;-0.00; 5.16;  5.51;  -0.10;    0.04;0;ENDLINE
LINE;6.91;37.02;77.81;-0.00; 5.17;  5.50;  -0.10;    0.04;0;ENDLINE
LINE;6.92;37.05;77.76;-0.00; 5.17;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.93;37.08;77.71;-0.00; 5.17;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.94;37.11;77.67;-0.00; 5.17;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.95;37.14;77.62;-0.00; 5.17;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.96;37.17;77.57;-0.00; 5.18;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.97;37.20;77.53;-0.00; 5.18;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.98;37.23;77.48;-0.00; 5.18;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;6.99;37.26;77.43;-0.00; 5.18;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.00;37.29;77.39;-0.00; 5.19;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.01;37.32;77.34;-0.00; 5.19;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.02;37.35;77.30;-0.00; 5.19;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.03;37.38;77.25;-0.00; 5.19;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.04;37.41;77.20;-0.00; 5.20;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.05;37.45;77.16;-0.00; 5.20;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.06;37.48;77.11;-0.00; 5.20;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.07;37.51;77.07;-0.00; 5.20;  5.50;  -0.11;    0.04;0;ENDLINE
LINE;7.08;37.54;77.02;-0.00; 5.21;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.09;37.57;76.98;-0.00; 5.21;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.10;37.61;76.93;-0.00; 5.21;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.11;37.64;76.89;-0.00; 5.21;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.12;37.67;76.84;-0.00; 5.22;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.13;37.70;76.80;-0.00; 5.22;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.14;37.74;76.75;-0.00; 5.22;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.15;37.77;76.71;-0.00; 5.22;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.16;37.80;76.66;-0.00; 5.23;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.17;37.83;76.62;-0.00; 5.23;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.18;37.87;76.57;-0.00; 5.23;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.19;37.90;76.53;-0.00; 5.23;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.20;37.94;76.49;-0.00; 5.24;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.21;37.97;76.44;-0.00; 5.24;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.22;38.00;76.40;-0.00; 5.24;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.23;38.04;76.35;-0.00; 5.24;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.24;38.07;76.31;-0.00; 5.25;  5.50;  -0.11;    0.05;0;ENDLINE
LINE;7.25;38.11;76.27;-0.00; 5.25;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.26;38.14;76.22;-0.00; 5.25;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.27;38.18;76.18;-0.00; 5.26;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.28;38.21;76.14;-0.00; 5.26;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.29;38.25;76.10;-0.00; 5.26;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.30;38.28;76.05;-0.00; 5.26;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.31;38.32;76.01;-0.00; 5.27;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.32;38.35;75.97;-0.00; 5.27;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.33;38.39;75.92;-0.00; 5.27;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.34;38.42;75.88;-0.00; 5.28;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.35;38.46;75.84;-0.00; 5.28;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.36;38.50;75.80;-0.00; 5.28;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.37;38.53;75.76;-0.00; 5.28;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.38;38.57;75.71;-0.00; 5.29;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.39;38.61;75.67;-0.00; 5.29;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.40;38.64;75.63;-0.00; 5.29;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.41;38.68;75.59;-0.00; 5.30;  5.50;  -0.12;    0.05;0;ENDLINE
LINE;7.42;38.72;75.55;-0.00; 5.30;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.43;38.76;75.51;-0.00; 5.30;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.44;38.79;75.47;-0.00; 5.31;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.45;38.83;75.43;-0.00; 5.31;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.46;38.87;75.38;-0.00; 5.31;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.47;38.91;75.34;-0.00; 5.31;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.48;38.95;75.30;-0.00; 5.32;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.49;38.98;75.26;-0.00; 5.32;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.50;39.02;75.22;-0.00; 5.32;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.51;39.06;75.18;-0.00; 5.33;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.52;39.10;75.14;-0.00; 5.33;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.53;39.14;75.10;-0.00; 5.33;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.54;39.18;75.06;-0.00; 5.34;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.55;39.22;75.02;-0.00; 5.34;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.56;39.26;74.98;-0.00; 5.34;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.57;39.30;74.94;-0.00; 5.35;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.58;39.33;74.91;-0.00; 5.35;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.59;39.37;74.87;-0.00; 5.35;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.60;39.41;74.83;-0.00; 5.36;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.61;39.45;74.79;-0.00; 5.36;  5.50;  -0.13;    0.06;0;ENDLINE
LINE;7.62;39.49;74.75;-0.00; 5.36;  5.51;  -0.13;    0.06;0;ENDLINE
LINE;7.63;39.54;74.71;-0.00; 5.37;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.64;39.58;74.67;-0.00; 5.37;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.65;39.62;74.64;-0.00; 5.37;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.66;39.66;74.60;-0.00; 5.38;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.67;39.70;74.56;-0.00; 5.38;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.68;39.74;74.52;-0.00; 5.38;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.69;39.78;74.48;-0.00; 5.39;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.70;39.82;74.45;-0.00; 5.39;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.71;39.86;74.41;-0.00; 5.39;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.72;39.91;74.37;-0.00; 5.40;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.73;39.95;74.34;-0.00; 5.40;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.74;39.99;74.30;-0.00; 5.40;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.75;40.03;74.26;-0.00; 5.41;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.76;40.07;74.23;-0.00; 5.41;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.77;40.12;74.19;-0.00; 5.41;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.78;40.16;74.15;-0.00; 5.42;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.79;40.20;74.12;-0.00; 5.42;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.80;40.24;74.08;-0.00; 5.42;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.81;40.29;74.05;-0.00; 5.43;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.82;40.33;74.01;-0.00; 5.43;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.83;40.37;73.97;-0.00; 5.43;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.84;40.42;73.94;-0.00; 5.44;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.85;40.46;73.90;-0.00; 5.44;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.86;40.50;73.87;-0.00; 5.44;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.87;40.55;73.83;-0.00; 5.45;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.88;40.59;73.80;-0.00; 5.45;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.89;40.63;73.76;-0.00; 5.45;  5.51;  -0.14;    0.06;0;ENDLINE
LINE;7.90;40.68;73.73;-0.00; 5.46;  5.51;  -0.15;    0.06;0;ENDLINE
LINE;7.91;40.72;73.70;-0.00; 5.46;  5.51;  -0.15;    0.06;0;ENDLINE
LINE;7.92;40.77;73.66;-0.00; 5.46;  5.51;  -0.15;    0.06;0;ENDLINE
LINE;7.93;40.81;73.63;-0.00; 5.47;  5.51;  -0.15;    0.06;0;ENDLINE
LINE;7.94;40.86;73.59;-0.00; 5.47;  5.51;  -0.15;    0.06;0;ENDLINE
LINE;7.95;40.90;73.56;-0.00; 5.47;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;7.96;40.95;73.53;-0.00; 5.48;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;7.97;40.99;73.49;-0.00; 5.48;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;7.98;41.04;73.46;-0.00; 5.48;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;7.99;41.08;73.43;-0.00; 5.49;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.00;41.13;73.40;-0.00; 5.49;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.01;41.17;73.36;-0.00; 5.49;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.02;41.22;73.33;-0.00; 5.50;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.03;41.26;73.30;-0.00; 5.50;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.04;41.31;73.27;-0.00; 5.50;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.05;41.35;73.23;-0.00; 5.51;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.06;41.40;73.20;-0.00; 5.51;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.07;41.45;73.17;-0.00; 5.51;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.08;41.49;73.14;-0.00; 5.52;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.09;41.54;73.11;-0.00; 5.52;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.10;41.59;73.08;-0.00; 5.52;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.11;41.63;73.05;-0.00; 5.53;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.12;41.68;73.01;-0.00; 5.53;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.13;41.73;72.98;-0.00; 5.54;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.14;41.77;72.95;-0.00; 5.54;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.15;41.82;72.92;-0.00; 5.54;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.16;41.87;72.89;-0.00; 5.55;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.17;41.91;72.86;-0.00; 5.55;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.18;41.96;72.83;-0.00; 5.55;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.19;42.01;72.80;-0.00; 5.56;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.20;42.06;72.77;-0.00; 5.56;  5.52;  -0.15;    0.06;0;ENDLINE
LINE;8.21;42.11;72.74;-0.00; 5.56;  5.52;  -0.16;    0.06;0;ENDLINE
LINE;8.22;42.15;72.72;-0.00; 5.57;  5.52;  -0.16;    0.06;0;ENDLINE
LINE;8.23;42.20;72.69;-0.00; 5.57;  5.52;  -0.16;    0.06;0;ENDLINE
LINE;8.24;42.25;72.66;-0.00; 5.57;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.25;42.30;72.63;-0.00; 5.58;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.26;42.35;72.60;-0.00; 5.58;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.27;42.39;72.57;-0.00; 5.58;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.28;42.44;72.54;-0.00; 5.59;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.29;42.49;72.52;-0.00; 5.59;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.30;42.54;72.49;-0.00; 5.60;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.31;42.59;72.46;-0.00; 5.60;  5.53;  -0.16;    0.06;0;ENDLINE
LINE;8.32;42.64;72.43;-0.00; 5.60;  5.53;  -0.16;    0.06;0;ENDLINE
